NL91ABNA0417164300	EUR	20260124	4210,55	9391,23	20260124	5180,68	SEPA OVERBOEKING                 NAAM: KLAVERBLAD TECHNOLOGIE BV                    OMSCHRIJVING: SALARIS 1/2026
NL91ABNA0417164300	EUR	20260101	9391,23	7591,23	20260101	-1800,00	SEPA OVERBOEKING                 NAAM: J DE VRIES                 IBAN: NL22INGB0004567890  OMSCHRIJVING: GEZAMENLIJKE REKENING 1
NL91ABNA0417164300	EUR	20260102	7591,23	7434,02	20260102	-157,21	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: VATTENFALL KLANTENSERVICE NV  OMSCHRIJVING: ENERGIE TERMIJNBEDRAG
NL91ABNA0417164300	EUR	20260103	7434,02	7281,07	20260103	-152,95	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: ZILVEREN KRUIS ZORGVERZEKERINGEN  OMSCHRIJVING: ZORGPREMIE
NL91ABNA0417164300	EUR	20260103	7281,07	7240,07	20260103	-41,00	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: ODIDO NETHERLANDS BV  OMSCHRIJVING: ABONNEMENT MOBIEL
NL91ABNA0417164300	EUR	20260104	7240,07	7176,87	20260104	-63,20	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: CENTRAAL BEHEER  OMSCHRIJVING: AUTOVERZEKERING
NL91ABNA0417164300	EUR	20260105	7176,87	7118,87	20260105	-58,00	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: BASIC FIT NEDERLAND BV  OMSCHRIJVING: ABONNEMENT
NL91ABNA0417164300	EUR	20260108	7118,87	6902,87	20260108	-216,00	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: BELASTINGDIENST  OMSCHRIJVING: MOTORRIJTUIGENBELASTING
NL91ABNA0417164300	EUR	20260106	6902,87	6814,54	20260106	-88,33	BEA, Betaalpas                   ALBERT HEIJN 1533,PAS345  NR:9A2B1C, 06.01.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260111	6814,54	6735,94	20260111	-78,60	BEA, Betaalpas                   JUMBO AMSTERDAM,PAS345  NR:9A2B1C, 11.01.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260117	6735,94	6692,10	20260117	-43,84	BEA, Betaalpas                   ALBERT HEIJN 1533,PAS345  NR:9A2B1C, 17.01.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260119	6692,10	6625,19	20260119	-66,91	BEA, Betaalpas                   SHELL AMSTERDAM ZUID,PAS345  NR:9A2B1C, 19.01.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260123	6625,19	6583,02	20260123	-42,17	BEA, Betaalpas                   ALBERT HEIJN 1533,PAS345  NR:9A2B1C, 23.01.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260107	6583,02	6283,02	20260107	-300,00	SEPA OVERBOEKING                 NAAM: REVOLUT BANK UAB           IBAN: LT12 3250 0000 0000 0001  OMSCHRIJVING: TOP-UP EIGEN REKENING
NL91ABNA0417164300	EUR	20260128	6283,02	5853,55	20260128	-429,47	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: AMERICAN EXPRESS SERVICES EUROPE  OMSCHRIJVING: KAARTREKENING 1
NL91ABNA0417164300	EUR	20260224	5853,55	11021,92	20260224	5168,37	SEPA OVERBOEKING                 NAAM: KLAVERBLAD TECHNOLOGIE BV                    OMSCHRIJVING: SALARIS 2/2026
NL91ABNA0417164300	EUR	20260201	11021,92	9221,92	20260201	-1800,00	SEPA OVERBOEKING                 NAAM: J DE VRIES                 IBAN: NL22INGB0004567890  OMSCHRIJVING: GEZAMENLIJKE REKENING 2
NL91ABNA0417164300	EUR	20260202	9221,92	9079,42	20260202	-142,50	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: VATTENFALL KLANTENSERVICE NV  OMSCHRIJVING: ENERGIE TERMIJNBEDRAG
NL91ABNA0417164300	EUR	20260203	9079,42	8926,47	20260203	-152,95	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: ZILVEREN KRUIS ZORGVERZEKERINGEN  OMSCHRIJVING: ZORGPREMIE
NL91ABNA0417164300	EUR	20260203	8926,47	8885,47	20260203	-41,00	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: ODIDO NETHERLANDS BV  OMSCHRIJVING: ABONNEMENT MOBIEL
NL91ABNA0417164300	EUR	20260204	8885,47	8822,27	20260204	-63,20	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: CENTRAAL BEHEER  OMSCHRIJVING: AUTOVERZEKERING
NL91ABNA0417164300	EUR	20260205	8822,27	8764,27	20260205	-58,00	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: BASIC FIT NEDERLAND BV  OMSCHRIJVING: ABONNEMENT
NL91ABNA0417164300	EUR	20260206	8764,27	8683,87	20260206	-80,40	BEA, Betaalpas                   ALBERT HEIJN 1533,PAS345  NR:9A2B1C, 06.02.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260211	8683,87	8624,27	20260211	-59,60	BEA, Betaalpas                   JUMBO AMSTERDAM,PAS345  NR:9A2B1C, 11.02.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260217	8624,27	8566,01	20260217	-58,26	BEA, Betaalpas                   ALBERT HEIJN 1533,PAS345  NR:9A2B1C, 17.02.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260219	8566,01	8491,43	20260219	-74,58	BEA, Betaalpas                   SHELL AMSTERDAM ZUID,PAS345  NR:9A2B1C, 19.02.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260223	8491,43	8440,86	20260223	-50,57	BEA, Betaalpas                   ALBERT HEIJN 1533,PAS345  NR:9A2B1C, 23.02.26/13:24 AMSTERDAM
NL91ABNA0417164300	EUR	20260207	8440,86	8140,86	20260207	-300,00	SEPA OVERBOEKING                 NAAM: REVOLUT BANK UAB           IBAN: LT12 3250 0000 0000 0001  OMSCHRIJVING: TOP-UP EIGEN REKENING
NL91ABNA0417164300	EUR	20260228	8140,86	7303,83	20260228	-837,03	SEPA INCASSO ALGEMEEN DOORLOPEND  INCASSANT: AMERICAN EXPRESS SERVICES EUROPE  OMSCHRIJVING: KAARTREKENING 2
NL91ABNA0417164300	EUR	20260324	7303,83	12614,25	20260324	5310,42	SEPA OVERBOEKING                 NAAM: KLAVERBLAD TECHNOLOGIE BV                    OMSCHRIJVING: SALARIS 3/2026
NL91ABNA0417164300	EUR	20260301	12614,25	10814,25	20260301	-1800,00	SEPA OVERBOEKING                 NAAM: J DE VRIES                 IBAN: NL22INGB0004567890  OMSCHRIJVING: GEZAMENLIJKE REKENING 3
